,time,ch1,ch2,ch3,ch4,ch5,ch6,tag,ID,Repeticion
32031,0,-339.26452421722206,-799.7624263278194,-180.52599643774374,-607.3134803846624,-1132.6205357142899,267.106684675422,3,2,17
32032,3,-403.01061796722206,-471.5270747653194,-418.79650425024374,-316.1149940565374,-2253.41741071429,215.049311628547,3,2,17
32033,7,-6.2918679672220605,113.39577679718059,-358.80431675024374,331.4597129747126,-276.9174107142899,-171.591313371453,3,2,17
32034,11,258.01672578277794,147.5268803128056,-116.53380893774374,508.7314414903376,1905.9575892857101,-321.392582902703,3,2,17
32035,15,-249.23327421722206,-729.6449946871944,-121.11584018774374,-437.2614784315374,-536.4330357142899,212.277583112922,3,2,17
32036,19,-453.48327421722206,-579.4860591403194,-394.02990268774374,-445.6433143690374,-2337.43303571429,261.384516706672,3,2,17
32037,23,-73.43639921722206,25.955835390930588,-380.57482456274374,186.4641075059626,-734.2767857142899,-94.254155168328,3,2,17
32038,27,262.93469453277794,250.9707279690556,-172.18908237524374,563.8730430528376,1820.2544642857101,-343.655034074578,3,2,17
32039,32,-152.60436796722206,-635.3205317965694,-110.90099643774374,-275.4570350721624,93.81696428571013,98.663813581672,3,2,17
32040,35,-461.10436796722206,-657.2253169528194,-358.35705112524374,-534.3349647596624,-2294.94866071429,284.183344831672,3,2,17
32041,55,-155.71374296722206,-84.01486773406941,-400.40099643774374,80.2485313340876,-1196.0580357142899,-31.199955949577998,3,2,17
32042,59,251.80578828277794,307.0959721096806,-228.53771518774374,560.7216758653376,1544.2544642857101,-342.783207902703,3,2,17
32043,63,-44.22155546722206,-489.5202388278194,-86.80626987524374,-113.5634803846624,685.6919642857101,-4.891850480827998,3,2,17
32044,67,-485.22155546722206,-748.4203853121944,-302.67834018774374,-573.2941932752874,-2158.04241071429,300.634028425422,3,2,17
32045,71,-232.64733671722206,-197.1369380465694,-406.01037143774374,-39.6909217909124,-1577.6361607142899,47.277094831672,3,2,17
32046,75,219.28235078277794,328.8442631253056,-243.64806675024374,546.3940391465876,1140.7232142857101,-312.876713762078,3,2,17
32047,79,74.01672578277794,-312.9638423434444,-68.49962925024374,63.9318809434626,1225.8638392857101,-83.659428605828,3,2,17
32048,83,-448.74499296722206,-786.4855708590694,-278.31505893774374,-626.2900428846624,-1907.8549107142899,313.866450300422,3,2,17
32049,87,-294.33874296722206,-288.5331782809444,-444.38830112524374,-163.8325233534124,-1909.9486607142899,100.541254987922,3,2,17
32050,91,151.08703828277794,286.1076908596806,-290.27306675024374,487.9892539903376,655.3950892857101,-283.841801652703,3,2,17
32051,89,166.46594453277794,-133.7250728121944,-66.64416050024374,255.9333457872126,1630.7232142857101,-188.019780168328,3,2,17
32052,93,-399.83874296722206,-810.9828853121944,-225.45373081274374,-614.5554237440374,-1505.7455357142899,293.660395612922,3,2,17
32053,97,-382.56139921722206,-412.0043696871944,-415.33166050024374,-304.6709022596624,-2113.44866071429,167.820063581672,3,2,17
32054,101,62.12610078277794,200.3440189846806,-344.18615268774374,389.9096641465876,147.87946428571013,-238.422856340203,3,2,17
32055,105,222.45813203277794,36.10354046905559,-115.19201206274374,407.9697227403376,1866.5357142857101,-264.239262590203,3,2,17
32056,109,-327.53014921722206,-785.8595942965694,-154.46447300024374,-506.0376014784124,-981.7142857142899,250.476801862922,3,2,17
32057,113,-422.92858671722206,-496.6281489840694,-395.12560581274374,-370.5415077284124,-2275.22991071429,228.594477644172,3,2,17
32058,117,-11.83483671722206,114.51345257843059,-342.33068393774374,279.4472618028376,-395.0424107142899,-152.413334855828,3,2,17
32059,121,262.68860078277794,178.9758549221806,-139.04162143774374,499.2319297715876,1883.5669642857101,-340.279789933953,3,2,17
32060,125,-235.15124296722206,-716.8373774996944,-130.14513706274374,-392.0214881971624,-405.5267857142899,171.150385847297,3,2,17
32061,120,-453.88561796722206,-589.1642817965694,-387.65978550024374,-460.7307167127874,-2300.35491071429,265.787837019172,3,2,17
32062,124,-100.14733671722206,1.458276797180588,-366.87267612524374,159.0832481309626,-855.4955357142899,-72.528325090203,3,2,17
32063,128,261.61828828277794,267.1086674221806,-169.30626987524374,565.4604453965876,1771.1294642857101,-345.800786027703,3,2,17
32064,132,-128.42077421722206,-600.2060298434444,-99.47814487524374,-249.5068397596624,228.44196428571013,74.523921003547,3,2,17
32065,136,-478.87389921722206,-674.2572993746944,-364.77209018774374,-550.6965370252874,-2294.15178571429,303.539790144172,3,2,17
32066,140,-171.42468046722206,-108.11008257781941,-402.94884800024374,53.4265098497126,-1307.6830357142899,-0.24268055895299767,3,2,17
32067,144,239.64563203277794,317.0649662503056,-220.26818393774374,580.0781211778376,1476.3169642857101,-350.226323137078,3,2,17
32068,148,-17.53405546722206,-456.3949946871944,-83.56408237524374,-58.0639686659124,824.6450892857101,-17.878178605827998,3,2,17
32069,152,-474.31530546722206,-758.3893794528194,-309.78673862524374,-612.6779823377874,-2113.49553571429,323.186762800422,3,2,17
32070,156,-252.98718046722206,-225.3224849215694,-419.31017612524374,-111.7753944471624,-1649.7767857142899,58.698725691047,3,2,17
32071,151,203.45813203277794,327.7490482815556,-236.20470737524374,546.1708946153376,1034.1294642857101,-303.108891496453,3,2,17
32072,155,95.18469453277794,-263.5663814059444,-63.62658237524374,129.7575645372126,1335.7700892857101,-129.011235246453,3,2,17
32073,159,-442.30749296722206,-790.3522700778194,-267.20666050024374,-623.0490760877874,-1815.4799107142899,303.048090925422,3,2,17
32074,163,-328.33483671722206,-327.3359126559444,-410.95080112524374,-184.7536659315374,-1956.7611607142899,139.299067487922,3,2,17
32075,167,123.90735078277794,261.3642826565556,-292.44201206274374,434.4121055528376,531.8638392857101,-259.567631730828,3,2,17
32076,171,175.63000703277794,-90.20627398406941,-92.19298862524374,304.7495078965876,1708.6294642857101,-212.696049699578,3,2,17
32077,175,-385.69030546722206,-799.7177485934444,-215.14904331274374,-560.1513710096624,-1388.0424107142899,303.003169050422,3,2,17
32078,179,-371.56530546722206,-414.9770259371944,-439.09142612524374,-301.4968299940374,-2189.15178571429,184.181391706672,3,2,17
32079,183,50.70422578277794,193.5044193753056,-326.32677768774374,360.4277305528376,-12.933035714289872,-212.785405168328,3,2,17
32080,187,233.65344453277794,77.92360882843059,-102.94298862524374,445.9228477403376,1909.4419642857101,-286.769780168328,3,2,17
