,time,ch1,ch2,ch3,ch4,ch5,ch6,tag,ID,Repeticion
2004,0,-105.16077679480804,-375.6766320129518,-94.19324401731137,-152.0493353010438,451.35466522403294,88.97494351451132,3,2,2
2005,3,-473.69983929480804,-469.35277947388954,-393.3270330798114,-459.3635442854188,-1904.770334775967,243.33627163951132,3,2,2
2006,7,-132.83265179480804,97.33093634642319,-403.1170721423114,26.27293032395619,-876.0047097759671,-60.289949063613676,3,2,2
2007,11,334.14000445519196,541.7059363464232,-165.96472839231137,473.3300592302062,1727.870290224033,-370.6439529698637,3,2,2
2008,15,1.8353169551919564,-228.4681359192018,-48.72937682981137,-12.440448582293811,984.4484152240329,-3.225984219863676,3,2,2
2009,19,-484.18030804480804,-549.0144005676393,-352.3114080798114,-464.8620794416688,-1750.317209775967,263.2293380457613,3,2,2
2010,24,-219.13343304480804,-12.773799981701814,-461.5662908923114,-70.37623959791881,-1199.504709775967,3.702970858261324,3,2,2
2011,27,298.48766070519196,555.4522742370482,-208.18738464231137,470.9384576677062,1354.339040224033,-343.1065994542387,3,2,2
2012,31,131.11656695519196,-50.57043084107681,-18.198126829811372,140.7585260270812,1487.229665224033,-102.15469515736368,3,2,2
2013,35,-459.57093304480804,-582.9891320129518,-308.6356268298114,-481.0671575666688,-1490.192209775967,259.0491622645113,3,2,2
2014,79,-286.07874554480804,-99.47619255982681,-464.9188299548114,-160.9231145979188,-1481.645334775967,54.016935702011324,3,2,2
2015,83,230.20250445519196,504.1773718932982,-272.8504705798114,384.4594537614562,893.4484152240329,-284.4332596104887,3,2,2
2016,87,237.91344195519196,129.8526648620482,-20.051642454811372,282.2226373552062,1847.604665224033,-172.45108187611368,3,2,2
2017,91,-399.55921429480804,-587.0571251770143,-231.56726745481137,-456.5024603010438,-1134.364084775967,262.0667403895113,3,2,2
2018,95,-338.02405804480804,-192.2134972473268,-460.0467596423114,-262.6010931135438,-1698.504709775967,107.19174038951132,3,2,2
2019,99,135.31969195519196,419.7772254089232,-306.8026190173114,305.2895318864562,411.90154022403294,-246.65884554798868,3,2,2
2020,103,303.38219195519196,283.3646277526732,-38.62586120481137,396.3730279802062,2068.385915224033,-261.6122146886137,3,2,2
2021,107,-325.90687054480804,-570.1144982238893,-188.24890807981137,-417.6999700666688,-640.7703347759671,212.49056851451132,3,2,2
2022,111,-403.18030804480804,-291.9693566223268,-460.7840643298114,-331.8916204572938,-1871.395334775967,166.80355679576132,3,2,2
2023,115,52.374379455191956,318.7921179870482,-376.5184393298114,199.0741998552062,-62.69220977596706,-189.55020296986368,3,2,2
2024,109,347.32750445519196,425.1417273620482,-99.46863464231137,491.0995904802062,2126.260915224033,-318.8326736729887,3,2,2
2025,113,-214.23890179480804,-483.7919884582643,-125.44129089231137,-264.4338567854188,-102.42658477596706,157.79623257701132,3,2,2
2026,117,-439.87952679480804,-383.7009240051393,-427.7039862048114,-386.4297063947938,-1902.614084775967,197.47054898326132,3,2,2
2027,121,-32.473276794808044,214.2081336120482,-406.5369940173114,123.21238344895619,-491.23908477596706,-126.83120882923868,3,2,2
2028,125,352.15562945519196,506.0997351745482,-120.70203307981137,509.1152154802062,1985.667165224033,-353.5448318761137,3,2,2
2029,129,-104.84827679480804,-376.5483361145143,-61.80554870481137,-142.6169622541688,483.83904022403294,79.22982632701132,3,2,2
2030,133,-464.37562054480804,-466.6035118957643,-407.0506658923114,-480.1506536604188,-1888.379709775967,249.23715054576132,3,2,2
2031,137,-135.51624554480804,93.84411994017319,-442.4334783923114,14.448711573956189,-887.1297097759671,-56.222077969863676,3,2,2
2032,141,326.83141070519196,537.1685828307982,-165.71863464231137,498.5427057145812,1704.948415224033,-360.6080642979887,3,2,2
2033,145,29.616566955191956,-206.5408898254518,-21.459845579811372,-1.9350774885438113,1030.526540224033,-10.177400235488676,3,2,2
2034,159,-463.08265179480804,-530.0378380676393,-347.2147283923114,-493.8523138166688,-1734.004709775967,272.1028732020113,3,2,2
2035,163,-209.14124554480804,-8.728145684826814,-464.1815252673114,-85.06129819166881,-1225.614084775967,9.402677889511324,3,2,2
2036,167,285.81578570519196,539.1803015807982,-214.95984557981137,450.9335748552062,1313.464040224033,-327.4381424229887,3,2,2
2037,171,144.99937945519196,-37.69591912232681,-11.202033079811372,165.5241510270812,1515.276540224033,-105.21695101673868,3,2,2
2038,175,-450.52015179480804,-586.8112755676393,-301.0809393298114,-493.7404974104188,-1477.223459775967,265.5091232020113,3,2,2
2039,179,-280.33265179480804,-112.23888787232681,-469.1434393298114,-179.3633001447938,-1521.864084775967,45.500822420761324,3,2,2
2040,183,224.21422320519196,495.4378699401732,-261.6746893298114,397.8928033708312,861.4484152240329,-299.4313064854887,3,2,2
2041,187,244.75328570519196,145.1412390807982,-18.666876829811372,291.3644830583312,1887.167165224033,-185.79507601673868,3,2,2
2042,191,-394.41468304480804,-597.9647179504518,-250.78992370481137,-491.2595403791688,-1096.973459775967,252.32162320201132,3,2,2
2043,195,-340.25843304480804,-202.7860070129518,-455.1287908923114,-236.4494817854188,-1720.739084775967,116.69125210826132,3,2,2
2044,189,145.31187945519196,421.9676550964232,-298.2196112048114,320.9582330583312,374.66716522403294,-234.83487093861368,3,2,2
