,time,ch1,ch2,ch3,ch4,ch5,ch6,tag,ID,Repeticion
29519,0,-269.6499510763242,-23.431023106883003,-399.5144420407287,-186.71927268071204,-1350.3045804794529,178.98712313478472,2,2,13
29520,3,246.60786142367579,638.918342127492,-270.5447154782287,447.73507302241296,883.1954195205471,-183.40179288084028,2,2,13
29521,7,352.8695801736758,365.779914393117,-37.68436391572868,387.76534645991296,2351.195419520547,-147.50482022459028,2,2,13
29522,11,-294.4819823263242,-497.1538014271955,-151.27616079072868,-511.35599143071204,-515.9608304794529,349.9331680566597,2,2,13
29523,15,-337.6460448263242,-131.635857091258,-400.7439342282287,-305.36233908696204,-1538.9295804794529,248.85846102540972,2,2,13
29524,19,147.56879892367579,534.848517908742,-315.0251842282287,333.65157692866296,375.32041952054715,-118.38055264646528,2,2,13
29525,23,427.4555176736758,537.240119471242,-56.19217641572868,495.65694802241296,2442.929794520547,-215.94598233396528,2,2,13
29526,27,-191.73198232632421,-434.054802403758,-97.18534047822868,-420.16092307133704,21.867294520547148,287.6836563379097,2,2,13
29527,32,-395.8921385763242,-230.251579747508,-380.5154186032287,-408.15799338383704,-1630.1014554794529,291.5059219629097,2,2,13
29528,35,55.232861423675786,424.408576502492,-339.5222545407287,219.45650856928796,-98.97645547945285,-63.484556552715276,2,2,13
29529,34,440.7562989236758,642.472297205617,-77.06815297822868,557.928920678663,2358.257919520547,-259.4423202245903,2,2,13
29530,38,-62.716357326324214,-324.419548497508,-59.67850454072868,-292.04080588383704,622.2422945205471,211.46417391603472,2,2,13
29531,42,-423.9897948263242,-329.850944981883,-333.3308482907287,-503.15286643071204,-1633.3358304794529,338.7349258691597,2,2,13
29532,46,-46.220263576324214,299.909308924367,-348.4636607907287,91.33639138178796,-527.2889554794529,21.183656337909724,2,2,13
29533,50,419.7875489236758,714.780158533742,-128.07498891572868,621.005580834913,2122.445419520547,-262.9515975683403,2,2,13
29534,54,45.666455173675786,-181.413200841258,-28.14041860322868,-94.18313986821204,1197.2891695205471,114.36822665040972,2,2,13
29535,58,-427.5874510763242,-414.452507481883,-309.6833873532287,-555.970005102587,-1502.3827054794529,351.6318985254097,2,2,13
