,time,ch1,ch2,ch3,ch4,ch5,ch6,tag,ID,Repeticion
11473,0,-329.453436876247,-729.9917182237086,-277.93471845371823,-283.3590884636974,-391.8839196606714,138.03835249423037,1,2,5
11474,3,-612.898749376247,-713.1832465440211,-614.8419450162182,-460.2731509636974,-2747.1964196606714,208.69216108798037,1,2,5
11475,7,-270.961249376247,-144.59962837995863,-584.0187028287182,162.1335873175526,-1276.4620446606714,-55.93015336514463,1,2,5
11476,11,139.284844373753,218.88450247941637,-324.29214032871823,585.4756283331776,1681.1629553393286,-283.47092484951963,1,2,5
11477,16,-222.320624376247,-595.7918891221461,-241.12124189121823,-113.17280916682239,278.1785803393286,74.49220991610537,1,2,5
11478,19,-617.457343126247,-788.7544135362086,-540.7687028287182,-489.7997622918224,-2666.1182946606714,248.61232710360537,1,2,5
11479,23,-334.574530626247,-251.73146431745863,-600.7833512662182,21.54105802067761,-1702.0089196606714,0.2622294473553666,1,2,5
11480,27,100.280938123753,236.47532279191637,-355.56167157871823,560.6204037238026,1320.2567053393286,-289.43869828701963,1,2,5
11481,31,-109.847968126247,-442.99538033308363,-199.12221845371823,42.93168302067761,906.8660803393286,-2.2411885213946334,1,2,5
11482,35,-614.461249376247,-838.0623969346461,-490.72280439121823,-544.7851138543224,-2481.5557946606714,293.27126265048037,1,2,5
11483,30,-417.453436876247,-345.67580025495863,-612.8302262662182,-71.37520174494739,-2082.1026696606714,53.19118452548037,1,2,5
11484,34,43.730156873753,217.69993216691637,-420.35952314121823,522.6672787238026,860.5535803393286,-271.66916703701963,1,2,5
11485,38,-6.269843126246997,-254.74904244245863,-204.97866376621823,211.7544369269276,1422.3973303393286,-90.35178422451963,1,2,5
11486,42,-565.265936876247,-861.7552680283961,-423.68960126621823,-526.7694888543224,-2113.0870446606714,271.25466108798037,1,2,5
11487,46,-476.863593126247,-442.77174752058363,-632.1427262662182,-165.1630435418224,-2317.2901696606714,91.50197554110537,1,2,5
11488,50,-25.695624376246997,134.61838919816637,-492.01967939121823,414.1272396613026,334.9285803393286,-255.48654984951963,1,2,5
11489,54,75.941094373753,-94.41994087995863,-230.68276532871823,319.6016048956776,1804.6473303393286,-223.25534867764463,1,2,5
11490,58,-503.105780626247,-839.9399604112086,-357.79702314121823,-464.8998599480724,-1598.6182946606714,275.23342085360537,1,2,5
11491,62,-536.387030626247,-530.9048041612086,-628.8116715787182,-337.4950747918224,-2583.4776696606714,191.28005171298037,1,2,5
11492,66,-105.980780626247,75.54270560441637,-516.5616715787182,311.7561459113026,-256.7276696606714,-151.01438188076963,1,2,5
11493,71,120.195000623753,62.89158255754137,-218.74721845371823,550.5622982550526,1950.8192053393286,-219.27658891201963,1,2,5
11494,75,-418.324530626247,-805.1606635362086,-282.35952314121823,-347.5978579949474,-995.7432946606714,221.56667280673037,1,2,5
11495,79,-585.156561876247,-630.3700141221461,-609.1651872037182,-346.3910708855724,-2690.1339196606714,196.59987593173037,1,2,5
11496,83,-194.293280626247,-41.66969673933363,-557.4649918912182,236.0730404425526,-787.3526696606714,-113.32932328701963,1,2,5
11497,87,144.984063123753,167.63206107316637,-270.04409345371823,554.5854916144276,1914.1473303393286,-268.45041703701963,1,2,5
11498,91,-317.519843126247,-705.9859809190211,-257.39272626621823,-254.1898990105724,-315.2745446606714,155.24904585360537,1,2,5
11499,95,-615.019843126247,-718.8382758408961,-599.5987809537182,-440.6930728386974,-2727.1339196606714,229.79225874423037,1,2,5
11500,99,-269.683905626247,-153.38380806745863,-592.2218278287182,116.08890958317761,-1275.1807946606714,-79.80173539639463,1,2,5
11501,103,145.765313123753,231.11082083879137,-327.46596845371823,555.3008236456776,1710.6785803393286,-319.43479203701963,1,2,5
11502,107,-196.750311876247,-569.1485785752711,-217.89760907871823,-131.7248111199474,361.9285803393286,88.12697554110537,1,2,5
11503,124,-627.246405626247,-786.4299506455836,-534.9571793912182,-518.1640201043224,-2634.7276696606714,273.13234663485537,1,2,5
11504,128,-357.640936876247,-264.13673775495863,-617.3233903287182,-1.3024478386973897,-1682.6964196606714,-35.29953813076963,1,2,5
11505,132,83.292656873753,225.52293021379137,-397.91811689121823,537.7322201300526,1316.9754553393286,-301.28513383389463,1,2,5
11506,136,-77.328436876247,-396.23537056745863,-174.33413251621823,102.14139981755261,978.1317053393286,-3.2248310995196334,1,2,5
11507,140,-599.039374376247,-827.9146918565211,-456.25698407871823,-511.9726138543224,-2415.5870446606714,293.62868452548037,1,2,5
11508,144,-426.148749376247,-354.72829048933363,-612.9649918912182,-86.26143221369739,-2083.7589196606714,58.68971968173037,1,2,5
11509,148,37.226250623753,207.90989310441637,-423.22085126621823,500.8743099738026,821.4285803393286,-252.06662797451963,1,2,5
11510,152,8.816094373753003,-236.37575142683363,-191.88003095371823,235.6706966925526,1497.1473303393286,-81.43357133389463,1,2,5
11511,156,-558.515936876247,-862.9174994737086,-424.51674970371823,-518.4994693230724,-2036.1339196606714,280.86598921298037,1,2,5
11512,160,-490.453436876247,-455.60170357527113,-644.4806168912182,-181.5915103386974,-2345.2120446606714,94.47487593173037,1,2,5
11513,156,-23.144843126246997,151.22581107316637,-506.65932782871823,413.1435970831776,283.6473303393286,-227.36789750576963,1,2,5
11514,160,75.558281873753,-74.99611275495863,-213.87417157871823,353.8445248175526,1833.6942053393286,-170.21457719326963,1,2,5
11515,164,-514.816718126247,-862.0905951768336,-336.56264814121823,-528.4906802605724,-1539.5870446606714,264.48220015048037,1,2,5
11516,168,-547.137030626247,-548.2049750596461,-620.0050309537182,-293.7301822136974,-2579.8057946606714,137.61354780673037,1,2,5
11517,172,-113.918280626247,48.63132865129137,-508.69350751621823,371.0552181769276,-280.4151696606714,-176.71897172451963,1,2,5
11518,176,123.370781873753,69.86545951066637,-227.68764814121823,502.9082455206776,1992.3660803393286,-230.43015336514463,1,2,5
11519,180,-411.953436876247,-797.1587104112086,-292.95424970371823,-367.1110415886974,-909.0870446606714,211.21803999423037,1,2,5
11520,184,-591.773749376247,-638.6624945908964,-606.1251481412182,-371.5365786980724,-2683.5401696606714,202.94777632235537,1,2,5
11521,188,-202.453436876247,-50.76686470808363,-566.0040543912182,217.7224545050526,-807.7432946606714,-107.94260453701963,1,2,5
11522,192,137.741875623753,166.67087943254137,-297.40249189121823,546.8740658331776,1917.8035803393286,-269.92575883389463,1,2,5
11523,220,-309.336249376247,-703.9742621690211,-250.75503095371823,-256.8498111199474,-252.97766966067138,156.92555952548037,1,2,5
11524,224,-621.097968126247,-723.3086127549586,-576.7999528287182,-447.9572329949474,-2707.6807946606714,228.45119429110537,1,2,5
11525,228,-280.750311876247,-158.21168892683363,-597.2960465787182,106.54472013005261,-1291.6964196606714,-57.53952836514463,1,2,5
11526,232,125.671563123753,226.97581107316637,-340.80971845371823,552.6855892706776,1672.7879553393286,-290.13181352139463,1,2,5
11527,236,-206.094061876247,-566.8463324815211,-219.35073407871823,-93.92793611994739,419.4598303393286,54.59914350985537,1,2,5
11528,240,-626.488593126247,-799.6174506455836,-533.4815934537182,-507.8600650261974,-2603.1964196606714,250.31105757235537,1,2,5
11529,244,-363.004218126247,-269.38942330183363,-627.7618668912182,-7.78438143244739,-1730.9151696606714,-7.493874068269633,1,2,5
11530,248,96.480156873753,251.02634818254137,-394.07436689121823,536.5923275519276,1268.0223303393286,-271.17746781826963,1,2,5
11531,252,-92.996405626247,-392.94972603620863,-191.88003095371823,90.22806973942761,1027.2879553393286,-5.906960005769633,1,2,5
11532,256,-607.508124376247,-846.1090277940211,-473.80288251621823,-520.7792544793224,-2396.1182946606714,264.99611616610537,1,2,5
11533,263,-436.297186876247,-372.76613228620863,-635.8976090787182,-112.07759432307239,-2101.9932946606714,27.978293900480367,1,2,5
11534,267,45.429375623753,215.57639701066637,-436.78823407871823,443.2737240363026,797.8660803393286,-246.99289750576963,1,2,5
11535,271,5.956719373753003,-215.47682564558363,-196.97671064121823,194.9683041144276,1551.1942053393286,-74.99607133389463,1,2,5
11536,275,-572.707343126247,-867.9243354112086,-423.95815595371823,-498.8075747918224,-2016.5245446606714,284.91164350985537,1,2,5
11537,279,-513.453436876247,-474.01955025495863,-625.1690934537182,-171.5556216668224,-2384.6807946606714,107.70705366610537,1,2,5
11538,283,-53.590155626247,133.36668021379137,-479.14467939121823,427.1357845831776,255.19420533932862,-209.86667680264463,1,2,5
11539,287,82.019219373753,-55.19264595808363,-200.55288251621823,390.1213802863026,1864.1785803393286,-169.14182328701963,1,2,5
