,time,ch1,ch2,ch3,ch4,ch5,ch6,tag,ID,Repeticion
30030,0,-218.7341956711607,-264.7864329933882,-238.43449624189088,-18.80716350502098,-2126.406187624758,6.064932634730667,4,2,16
30031,3,271.5509605788393,262.7147877097368,-47.23820717939088,636.657680244979,842.6875623752421,-361.59888572464433,4,2,16
30032,7,126.1290855788393,-298.2246654152632,124.02155844560912,161.90645954185402,1061.8281873752421,-106.76685447464433,4,2,16
30033,11,-439.5271644211607,-810.1690013527632,-88.78996499189088,-613.453159598771,-2400.984312624758,310.78636818160567,4,2,16
30034,15,-272.2224769211607,-348.7173411965132,-238.41203530439088,-125.49222209877098,-2451.734312624758,94.53295021285567,4,2,16
30035,20,216.7228355788393,231.3551685691118,-85.32512124189088,569.132777901229,300.2031873752421,-291.77222556839433,4,2,16
30036,23,223.5822105788393,-139.1472728371382,132.89460532060912,335.266811104354,1483.5156873752421,-209.20484275589433,4,2,16
30037,27,-401.7498206711607,-829.2127025246382,-31.323168116890884,-528.583530692521,-1939.9999376247579,261.05345802535567,4,2,16
30038,31,-368.9607581711607,-462.7334544777632,-247.66594155439088,-231.17117717689598,-2679.093687624758,124.90917091598067,4,2,16
30039,35,125.1447105788393,151.4476978659868,-130.43058999189088,416.090541573104,-264.5936876247579,-235.44580955276933,4,2,16
30040,36,305.6603355788393,36.06805919411181,98.16023032060912,495.260707588729,1706.5625623752421,-288.06177634964433,4,2,16
30041,40,-316.7927894211607,-794.0757396340132,25.427808445609116,-469.060825614396,-1394.1249376247579,239.19359474410567,4,2,16
30042,44,-409.4177894211607,-546.4185130715132,-230.63371499189088,-330.480015067521,-2844.562437624758,194.75804786910567,4,2,16
30043,48,28.586116828839295,40.47137950661181,-169.47941811689088,330.304652901229,-817.2655626247579,-177.55469627151933,4,2,16
30044,52,332.1447105788393,152.0065357566118,68.43269125810912,579.079555244979,1738.3594373752421,-340.87891502151933,4,2,16
30045,56,-207.1326331711607,-715.1294505715132,71.71784750810912,-350.015415458146,-741.4530626247579,165.25389747848067,4,2,16
30046,60,-451.6638831711607,-627.4883372902632,-210.60637124189088,-439.154087333146,-2906.078062624758,239.90892677535567,4,2,16
30047,64,-55.210758171160705,-54.83648182151319,-195.51945717939088,207.34762165122902,-1330.7811876247579,-115.26050681839433,4,2,16
30048,68,341.7111168288393,235.6913502097368,40.20222250810912,638.646938057479,1577.4375623752421,-369.35498924026933,4,2,16
30049,72,-86.9490394211607,-595.4805247902632,100.59675375810912,-205.24319866127098,-72.62493762475788,86.15111427535567,4,2,16
30050,114,-456.1560706711607,-693.2918040871382,-187.09269936689088,-507.282261161271,-2850.609312624758,268.02709083785567,4,2,16
30051,118,-149.3787269211607,-152.4019115090132,-219.14543374189088,134.34688922935402,-1775.1249376247579,-59.64917869339433,4,2,16
30052,122,311.8517418288393,265.8439381003618,-0.32121499189088354,641.798305244979,1241.8438123752421,-381.55909080276933,4,2,16
30053,126,52.972835578839295,-432.6257884621382,143.15437094560912,-49.60794475502098,558.7969373752421,-8.352059552769333,4,2,16
30054,130,-472.5154456711607,-766.9854076027632,-126.94426186689088,-547.269565848771,-2652.796812624758,305.17601661910567,4,2,16
30055,134,-230.6248206711607,-270.0615794777632,-235.50676186689088,-0.16580608314598066,-2168.406187624758,23.946280290980667,4,2,16
30056,138,258.2072105788393,265.6874439597368,-45.09172280439088,614.373012276229,774.8438123752421,-341.57178611526933,4,2,16
30057,142,138.4025230788393,-281.2148997902632,130.10066000810912,183.74435016685402,1116.7188123752421,-125.07276267776933,4,2,16
30058,146,-449.6521644211607,-813.8794505715132,-99.51848061689088,-557.685581473771,-2339.890562624758,286.17699318160567,4,2,16
30059,150,-306.9802894211607,-372.8125560402632,-257.9471915543909,-132.71170452064598,-2487.593687624758,85.14525490035567,4,2,16
30060,143,199.8908043288393,220.3580982566118,-79.91594155439088,524.183559151229,234.04693737524212,-298.99170799026933,4,2,16
30061,147,240.4572105788393,-101.01519275901319,141.99226157060912,362.602992744979,1518.8750623752421,-226.34864158401933,4,2,16
30062,151,-382.1482581711607,-808.6045482277632,-17.688402491890884,-537.412388114396,-1886.9530626247579,275.55980568160567,4,2,16
30063,155,-361.1365394211607,-454.1282298683882,-238.43449624189088,-244.24686077064598,-2713.281187624758,145.83031349410567,4,2,16
30064,159,114.3283043288393,142.7304127097368,-129.84953530439088,428.160609932479,-326.2655626247579,-237.68091697464433,4,2,16
30065,163,301.8829918288393,48.49554942848681,104.64265219560912,499.708461494979,1725.5781873752421,-300.95874900589433,4,2,16
30066,167,-300.5662269211607,-778.7649486183882,27.864331883109116,-448.989048270646,-1313.3905626247579,204.77171974410567,4,2,16
30067,171,-415.5427894211607,-545.3679759621382,-225.49308999189088,-357.168003348771,-2855.984312624758,184.63304786910567,4,2,16
30068,175,28.898616828839295,49.90375255348681,-158.52726967939088,307.058803291854,-889.8124376247579,-160.27686424026933,4,2,16
30069,179,340.0822105788393,177.0180103659868,76.18855063310912,589.651820869979,1721.4688123752421,-336.22974509964433,4,2,16
30070,175,-197.3006019211607,-700.5337474465132,65.72761313310912,-334.145786551896,-668.8124376247579,162.43773536910567,4,2,16
30071,179,-455.7068519211607,-635.1326243996382,-216.75383217939088,-445.166782645646,-2892.453062624758,248.69310646285567,4,2,16
30072,183,-58.070133171160705,-51.50615955588819,-197.82121499189088,184.01241657310402,-1394.4530626247579,-105.76099509964433,4,2,16
30073,187,352.9572105788393,260.9264576316118,32.51374594560912,589.584926338729,1524.5781873752421,-364.37061424026933,4,2,16
