,time,ch1,ch2,ch3,ch4,ch5,ch6,tag,ID,Repeticion
6473,0,328.24429266466905,395.878751773796,-235.9791608189862,484.0148438474612,2083.8906561876356,-287.67913148312755,3,2,4
6474,3,-167.85336358533095,-548.303621273079,-238.2809186314862,-285.5557127931638,94.87503118763561,165.59186461062245,3,2,4
6475,7,-437.45883233533095,-482.3659992027665,-560.8609967564862,-401.1589842775388,-1806.2812188123644,238.92780211062245,3,2,4
6476,11,-88.23617608533095,124.43929864879601,-554.2897076939862,84.34345712871118,-546.1249688123644,-81.97600648312755,3,2,4
6477,15,312.86538641466905,467.963224430046,-281.1295514439862,494.4308594724612,1898.9219061876356,-340.76458070187755,3,2,4
6478,19,-68.92367608533095,-417.501131038704,-192.0123639439862,-141.18583974628882,636.6562811876356,69.25568296999745,3,2,4
6479,23,-459.63461358533095,-571.4153156090165,-515.7330670689862,-456.7922850587888,-1752.4530938123644,283.16217711062245,3,2,4
6480,27,-161.12680108533095,12.971036930046012,-572.1041608189862,8.88374033183618,-919.3280938123644,15.700995469997451,3,2,4
6481,31,297.44351141466905,520.132169742546,-328.0904889439862,521.7445801755862,1590.7500311876356,-303.48186585812755,3,2,4
6482,35,55.99819891466905,-254.1098956871415,-190.7389264439862,52.31318369121118,1185.0625311876356,-29.11419007687755,3,2,4
6483,47,-466.29476983533095,-650.7192706871415,-469.1969342564862,-510.2354002931638,-1578.0468438123644,301.31159117312245,3,2,4
6484,51,-244.85726983533095,-110.83535955432899,-599.8199811314862,-131.01567373066382,-1267.2030938123644,62.03620054812245,3,2,4
6485,55,243.08413641466905,496.841642398796,-390.9205670689862,442.5077637693362,1200.7344061876356,-290.33904359250255,3,2,4
6486,59,140.08804266466905,-66.71280096057899,-177.3053326939862,168.18476572246118,1638.1250311876356,-86.82634828000255,3,2,4
6487,63,-424.96664483533095,-679.0166339683915,-407.0592389439862,-489.0906249025388,-1281.2812188123644,279.89850523562245,3,2,4
6488,67,-315.88851983533095,-210.903963069954,-591.1930280064862,-233.52080068378882,-1483.4687188123644,109.24298765749745,3,2,4
6489,71,165.20913641466905,431.641691226921,-416.7145123814862,354.1513184568362,731.0781561876356,-223.57439515500255,3,2,4
6490,75,240.77944891466905,124.21566583629601,-167.7613873814862,361.3039063474612,1951.4062811876356,-185.86711976437755,3,2,4
6491,79,-358.75961358533095,-685.4985675621415,-339.0201764439862,-424.5388670900388,-861.1249688123644,255.71393492312245,3,2,4
6492,83,-371.09945733533095,-303.6413898277667,-590.1422467564862,-302.0513182619138,-1718.3437188123644,177.14777281374745,3,2,4
6493,79,81.30288641466905,338.837247867546,-468.5260358189862,273.7072266599612,246.6719061876356,-187.99041078000255,3,2,4
